post_id,post_title,post_author,post_content,post_category,default_category,post_tags,post_type,post_status,is_featured,package_id,alive_days,expire_date,post_date,post_address,post_city,post_region,post_country,post_zip,post_latitude,post_longitude,post_neighbourhood,neighbourhood_latitude,neighbourhood_longitude,geodir_timing,geodir_contact,geodir_email,geodir_website,geodir_twitter,geodir_facebook,geodir_video,geodir_special_offers,linked_cpt_ID,geodir_backendextrainfo,geodir_ethicalcriteria,geodir_get_directions,geodir_twitterusername,geodir_Instagram,geodir_Calltoaction,gd_is_franchise,gd_franchise_lock,franchise,IMAGE,IMAGE2,IMAGE3,IMAGE4,IMAGE5,IMAGE6,IMAGE7,IMAGE8,IMAGE9,IMAGE10,IMAGE11,IMAGE12,IMAGE13,IMAGE14,IMAGE15,IMAGE16,IMAGE17,IMAGE18,IMAGE19,IMAGE20,IMAGE21,IMAGE22,IMAGE23,IMAGE24,IMAGE25,LookupKey,FB hours (scraper),Ethicalities,Business Type,FinalTags,Final Description,fiverr_menu_id,UniqueCount
2691,Basil Box - Queen & Spadina,750,"Basil Box drew its inspiration from travels abroad while venturing down the bustling streets of Southeast Asia. Brimming with life and flurries of people going to and fro, we found refuge in the form of aromatic smells wafting from vendors peddling carts of fresh, flavourful ingredients. We wanted to bring these vibrant colours, tastes, spices, and aromas abroad. Our name Basil Box: Basil - a prominent ingredient in Southeast Asian cuisine. Box - replicates the convenience of eating your meal in a portable and eco-friendly bagasse (sugarcane fibre) box",,,"Gluten-Free Restaurant,Thai Restaurant,Vietnamese Restaurant",gd_place,publish,,1,0,Never,2018-05-05 16:34,441 Queen Street West,Toronto,Ontario,Canada,,43.6481897,-79.3964048,,,,,4169798000,feedback@thebasilbox.com,http://thebasilbox.com,,https://www.facebook.com/Basil-Box-Queen-Spadina-286139908387851/,,,,,,Get Directions,,,,0,,0,http://ettest.pow7.com/wp-content/uploads/2018/05/19554550_495195007482339_6873243211388597236_n-1.jpg,http://ettest.pow7.com/wp-content/uploads/2018/05/13227683_286141658387676_5643964401270785466_o-1.jpg,,,,,,,,,,,,,,,,,,,,,,,,Basil-Box-Queen-Spadina-286139908387851,"{'mon_1_open': '11:00', 'mon_1_close': '22:00', 'tue_1_open': '11:00', 'tue_1_close': '22:00', 'wed_1_open': '11:00', 'wed_1_close': '22:00', 'thu_1_open': '11:00', 'thu_1_close': '22:00', 'fri_1_open': '11:00', 'fri_1_close': '22:00', 'sat_1_open': '11:00', 'sat_1_close': '22:00', 'sun_1_open': '11:00', 'sun_1_close': '22:00'}",Vegan;Vegetarian;,Restaurant;,best-asian-restaurants-with-vegan-and-vegetarian-options-in;Restaurant;Gluten-Free-Options,"Basil Box drew its inspiration from travels abroad and venturing down the bustling streets of Southeast Asia. Brimming with life and flurries of people going to and fro, we found refuge in the form of aromatic smells wafting from vendors peddling carts of fresh, flavourful ingredients. We wanted to bring these vibrant colours, tastes, spices, and aromas abroad. Our name Basil Box: Basil - a prominent ingredients in Southeast Asian cuisine. Box - replicates the convenience of eating your meal in a portable and eco-friendly bagasse (sugarcane fibre) box.

Many vegan options including several rice and noodle-based plates, featuring tofu and veggie toppings.",278,Basil Box - Queen & Spadina
2693,Pai Toronto,750,"Hours of Operation
Bebop will be open Monday-Saturday from 7:30am-10:00pm and open Sunday from 5:00pm to 10:00pm.

Pai will be open Monday-Friday from 11:00am-2:30pm for lunch and then open again from 5:00pm-10:00pm for dinner.  
Saturdays we will be open for Brunch at 11:00am-3:00pm and then open again from 5:00pm-10:00pm for dinner.
Sundays we will be open for dinner service only from 5:00pm-10:00pm",,,Thai Restaurant,gd_place,publish,,1,0,Never,2018-05-05 16:34,18 Duncan Street,Toronto,Ontario,Canada,,43.6478695,-79.3886849,,,,,416.901.4724,jeff@paitoronto.com,http://www.paitoronto.com,,https://www.facebook.com/paitoronto/,,,,,,Get Directions,,,,0,,0,http://ettest.pow7.com/wp-content/uploads/2018/05/26240750_1580140392063966_3095989913207666513_o.jpg,http://ettest.pow7.com/wp-content/uploads/2018/05/21528_942791299132215_7424626495224136815_n.jpg,http://ettest.pow7.com/wp-content/uploads/2018/05/12366094_932875196790492_1610285871020675439_o.jpg,http://ettest.pow7.com/wp-content/uploads/2018/05/11150267_818052588272754_4816299212565358725_n.jpg,http://ettest.pow7.com/wp-content/uploads/2018/05/1459931_548885581856124_1351086997_n.png,,,,,,,,,,,,,,,,,,,,,paitoronto,"{'mon_1_open': '11:30', 'mon_1_close': '22:00', 'tue_1_open': '11:30', 'tue_1_close': '22:00', 'wed_1_open': '11:30', 'wed_1_close': '22:00', 'thu_1_open': '11:30', 'thu_1_close': '22:00', 'fri_1_open': '11:30', 'fri_1_close': '22:30', 'sat_1_open': '11:30', 'sat_1_close': '22:30', 'sun_1_open': '17:00', 'sun_1_close': '22:00'}",Vegan;Vegetarian;,Restaurant;,Best-Vegan-and-Vegetarian-Restaurants-with-Delivery;best-asian-restaurants-with-vegan-and-vegetarian-options-in;Restaurant,This Thai restaurant is well known for several vegan menu items including curries and peanut dishes that use tofu.,0,Pai Toronto
2701,iQ Food Co.,750,iQ Food Co.,,,Salad bar,gd_place,publish,,1,0,Never,2018-05-05 16:36,181 Bay St.,Toronto,Ontario,Canada,,43.6472616,-79.3785998,,,,,16473460792,,http://iqfoodco.com,,https://www.facebook.com/iQ-Food-Co-1497746053599651/,,,,,,Get Directions,,,,0,,0,http://ettest.pow7.com/wp-content/uploads/2018/05/15540998_1292638480756820_6842322906982847487_o.jpg,,,,,,,,,,,,,,,,,,,,,,,,,iQ-Food-Co-1497746053599651,,Vegan;Vegetarian;,Bakery;,Bakery,"iQ Food Co. is a chain with many well-labelled vegetarian and vegan options on their menus, including lunch bowls, sweets and smoothies.",59,iQ Food Co. (Bay St)
2703,iQ Food Co.,750,iQ Food Co.,,,"Salad bar,Vegetarian/Vegan Restaurant",gd_place,publish,,1,0,Never,2018-05-05 16:36,55 Avenue Road,Toronto,Ontario,Canada,,43.6715255,-79.3945958,,,,,14169618400,,,,https://www.facebook.com/iQ-Food-Co-1303365539721957/,,,,,,Get Directions,,,,0,,0,http://ettest.pow7.com/wp-content/uploads/2018/05/15540998_1292638480756820_6842322906982847487_o-1.jpg,,,,,,,,,,,,,,,,,,,,,,,,,iQ-Food-Co-1303365539721957,,Vegan;Vegetarian;,Bakery;,Bakery,"iQ Food Co. is a chain with many well-labelled vegetarian and vegan options on their menus, including lunch bowls, sweets and smoothies.",0,iQ Food Co. (Avenue Rd)
2705,iQ Food Co.,750,iQ Food Co.,,,"Coffee Shop,Salad bar",gd_place,publish,,1,0,Never,2018-05-05 16:37,100 King St. W,Toronto,Ontario,Canada,,43.6486362,-79.3817439,,,,,16473422260,,,,https://www.facebook.com/iQ-Food-Co-1321513577888364/,,,,,,Get Directions,,,,0,,0,http://ettest.pow7.com/wp-content/uploads/2018/05/15540998_1292638480756820_6842322906982847487_o-2.jpg,,,,,,,,,,,,,,,,,,,,,,,,,iQ-Food-Co-1321513577888364,,Vegan;Vegetarian;,Bakery;,Bakery,"iQ Food Co. is a chain with many well-labelled vegetarian and vegan options on their menus, including lunch bowls, sweets and smoothies.",0,iQ Food Co. (100 King St)
2707,iQ Food Co.,750,iQ Food Co.,,,"Coffee Shop,Salad bar",gd_place,publish,,1,0,Never,2018-05-05 16:37,"PwC Tower, 18 York St",Toronto,Ontario,Canada,,43.6432572,-79.3822396,,,,,16473406892,,,,https://www.facebook.com/iQ-Food-Co-1256037617789457/,,,,,,Get Directions,,,,0,,0,http://ettest.pow7.com/wp-content/uploads/2018/05/15540998_1292638480756820_6842322906982847487_o-3.jpg,,,,,,,,,,,,,,,,,,,,,,,,,iQ-Food-Co-1256037617789457,,Vegan;Vegetarian;,Bakery;,Bakery,"iQ Food Co. is a chain with many well-labelled vegetarian and vegan options on their menus, including lunch bowls, sweets and smoothies.",84,iQ Food Co. (PwC Tower)
2709,iQ Food Co.,750,iQ Food Co.,,,"Coffee Shop,Salad bar",gd_place,publish,,1,0,Never,2018-05-05 16:37,613 King St. W,Toronto,Ontario,Canada,,43.6440687,-79.4007963,,,,,14169014747,,,,https://www.facebook.com/iQ-Food-Co-447496768981429/,,,,,,Get Directions,,,,0,,0,http://ettest.pow7.com/wp-content/uploads/2018/05/15540998_1292638480756820_6842322906982847487_o-4.jpg,,,,,,,,,,,,,,,,,,,,,,,,,iQ-Food-Co-447496768981429,,Vegan;Vegetarian;,Bakery;,Bakery,"iQ Food Co. is a chain with many well-labelled vegetarian and vegan options on their menus, including lunch bowls, sweets and smoothies.",171,iQ Food Co. (613 King St)
2711,Food Iq Inc,750,Food Iq Inc,,,Local Business,gd_place,publish,,1,0,Never,2018-05-05 16:38,Sunnycrest Rd 38,Toronto,ON,Canada,,43.7846199,-79.455083,,,,,647 346 4268,,,,https://www.facebook.com/pages/Food-Iq-Inc/154095178564085,,,,,,Get Directions,,,,0,,0,,,,,,,,,,,,,,,,,,,,,,,,,,pagesFood-Iq-Inc154095178564085,,Vegan;Vegetarian;,Bakery;,Bakery,"Food Iq Inc has many vegan menu items which are well-labeled on the menu, including lunch lunch bowls, sweets and moothies.",115,Food Iq Inc
2712,b.good,750,"Great burger, fries and soda selection.
The burgers have juicy, thick patties, and made with quality ingredients.
Fries are thick cut and they have a soda...",,,"Burgers,Fast food",gd_place,publish,,1,0,Never,2018-05-05 16:38,10 King Street E,Toronto,Ontario,Canada,,43.649505,-79.3774609,,,,,-5694,,https://www.yelp.com/biz/b-good-toronto-6?adjust_creative=_KaQuMJIVEOUDtua_cZ6Fw&utm_campaign=yelp_api&utm_medium=api_v2_business&utm_source=_KaQuMJIVEOUDtua_cZ6Fw,,,,,,,,Get Directions,,,,0,,0,http://ettest.pow7.com/wp-content/uploads/2018/05/l-1.jpg,,,,,,,,,,,,,,,,,,,,,,,,,yelp.com/biz/b-good-toronto-6,,Vegan;Vegetarian;,,Best-Vegan-and-Vegetarian-Restaurants-for-Grab-and-Go-Lunches;Best-Vegan-and-Vegetarian-Burgers,"Fastfood chain that uses quality ingredients and offers a good selection ofburgers, fries and sodas

Excellent vegan options including healthy bowls, salads, vegan burgers, tofu add-ons and smoothies.",50,b.good (King St)
2714,7 DIM SUM INC.,750,we are providing the best soup dumplings in toronto.,,,"Dim Sum Restaurant,Grocery Store",gd_place,publish,,1,0,Never,2018-05-05 16:38,45 Baldwin st,Toronto,Ontario,Canada,,43.6558222,-79.3937269,,,,,4169011778,jameslu1888@hotmail.com,,,https://www.facebook.com/7dimsum/,,,,,,Get Directions,,,,0,,0,http://ettest.pow7.com/wp-content/uploads/2018/05/16299735_1242979949071769_5665637735784173360_o.png,http://ettest.pow7.com/wp-content/uploads/2018/05/16195275_1242979105738520_8058446097005354081_n.png,,,,,,,,,,,,,,,,,,,,,,,,7dimsum,,Vegan;Vegetarian;,Restaurant;,Restaurant,"Some of the the best soup dumplings in toronto. The menu is well-lablled for vegan items, including cabbage, mushroom and other veggie dumplings, as well as bao, steamed red bean buns, deep fried tofu, salads, and rice dishes. Family-owned and operated.",155,7 DIM SUM INC.
2716,Ethiopiques Restaurant,750,"We invite you to enjoy an authentic meal steeped in the long lived tradition of Ethiopian cuisine. We welcome you to an atmosphere that represents excellence in service and style.

Our menu has both meat and vegetarian/vegan dishes and also gluten-free injer. It's perfect for people who follow different diets but would like to dine together.

Join us for authentic Ethiopian cuisine with food that is flavorful and spicy. We can customize the degree of heat you'd like. The meal is meant to be shared and eaten with your hands as it is served on large platters meant for sharing.

Try our Martini Wednesday to eat great and enjoy a tasty $3.50 martini. We also have coffee roasting session.

Enjoy our Ethiopian coffee ceremony in which coffee is taken through its full life-cycle of preparation. Coffee is roasted until the beans turn chocolate brown, then ground and put in a traditional pot made out of clay and boiled to perfection. Once the grains are set, it is poured out for you to enjoy and savor. 

We also offer ceremony classes so you can re-create this wonderful, unique experience at home.

Ethiopiques Restaurant is perfect for:
REGULAR DINNER: Dine-In, Take Out, Delivery
SPECIAL BOOKING: Private Group Lunch, Catering",,,Ethiopian Restaurant,gd_place,publish,,1,0,Never,2018-05-05 16:39,227 Church Street,Toronto,Ontario,Canada,,43.6563874,-79.3769458,,,,,4166237300,ethiopiquesrestauranttoronto@gmail.com,http://www.ethiopiques.ca,,https://www.facebook.com/ethiopiquesTo/,,,,,,Get Directions,,,,0,,0,http://ettest.pow7.com/wp-content/uploads/2018/05/28870631_1765328393497402_2638162259745964032_o-1.jpg,http://ettest.pow7.com/wp-content/uploads/2018/05/29356171_1776200955743479_965233366506930176_n-1.jpg,http://ettest.pow7.com/wp-content/uploads/2018/05/28782860_1765327960164112_7327618810075152384_o-1.jpg,http://ettest.pow7.com/wp-content/uploads/2018/05/26677772_1700818923281683_4706977992722253941_o-1.jpg,http://ettest.pow7.com/wp-content/uploads/2018/05/25488477_1683570645006511_9102662989520817141_o-1.jpg,http://ettest.pow7.com/wp-content/uploads/2018/05/25182051_1674278349269074_4410349413926411850_o-1.jpg,http://ettest.pow7.com/wp-content/uploads/2018/05/16178920_1348636408499938_1214602710817265802_o-1.jpg,http://ettest.pow7.com/wp-content/uploads/2018/05/902832_639595082737411_466911790_o-1.png,http://ettest.pow7.com/wp-content/uploads/2018/05/481308_516365908393663_1390966677_n-1.png,http://ettest.pow7.com/wp-content/uploads/2018/05/182163_516324548397799_51833719_n-1.jpg,http://ettest.pow7.com/wp-content/uploads/2018/05/270350_516324508397803_1981529009_n-1.jpg,http://ettest.pow7.com/wp-content/uploads/2018/05/306249_403221526374769_505501007_n-1.jpg,http://ettest.pow7.com/wp-content/uploads/2018/05/217090_203225846374339_2226625_n-1.jpg,,,,,,,,,,,,,ethiopiquesTo,,Vegan;Vegetarian;,Restaurant;cafe;,Best-Vegan-and-Vegetarian-Restaurants-with-Delivery;Best-Places-to-Work-and-Study;Best-Vegan-and-Vegetarian-Catering;Restaurant;cafe;Gluten-Free-Options,"We invite you to enjoy an authentic meal steeped in the long lived tradition of Ethiopian cuisine. We welcome you to an atmosphere that represents excellence in service and style.

Our menu has both meat and vegetarian/vegan dishes and also gluten-free injer. It's perfect for people who follow different diets but would like to dine together.

Join us for authentic Ethiopian cuisine with food that is flavorful and spicy. We can customize the degree of heat you'd like. The meal is meant to be shared and eaten with your hands as it is served on large platters meant for sharing.

Try our Martini Wednesday to eat great and enjoy a tasty $3.50 martini. We also have coffee roasting session.

Enjoy our Ethiopian coffee ceremony in which coffee is taken through its full life-cycle of preparation. Coffee is roasted until the beans turn chocolate brown, then ground and put in a traditional pot made out of clay and boiled to perfection. Once the grains are set, it is poured out for you to enjoy and savor. 

We also offer ceremony classes so you can re-create this wonderful, unique experience at home.

Ethiopiques Restaurant is perfect for:
REGULAR DINNER: Dine-In, Take Out, Delivery
SPECIAL BOOKING: Private Group Lunch, Catering",155,Ethiopiques Restaurant
2718,Copper Branch,750,Copper Branch,,,"Health Food Restaurant,Vegetarian/Vegan Restaurant",gd_place,publish,,1,0,Never,2018-05-05 16:39,199 Bay Street,Toronto,Ontario,Canada,,43.6481326,-79.3795089,,,,,416-792-2982,cb@copperbranch.ca,http://CopperBranch.ca,,https://www.facebook.com/CopperBranchCommerceCourt/,,,,,,Get Directions,,,,0,,0,http://ettest.pow7.com/wp-content/uploads/2018/05/25550141_799479370224494_3681158712623092761_n-1.jpg,http://ettest.pow7.com/wp-content/uploads/2018/05/18222348_1445635219069122_3135800390180841581_n-1.jpg,http://ettest.pow7.com/wp-content/uploads/2018/05/17212007_1436029936696317_6945265139979928920_o-1.jpg,,,,,,,,,,,,,,,,,,,,,,,CopperBranchCommerceCourt,,Vegan;Vegetarian;,Restaurant;,best-entirely-vegetarian-and-vegan-restaurants;Best-Vegan-and-Vegetarian-Breakfast-and-Brunch-Spots;Best-Vegan-and-Vegetarian-Restaurants-for-Grab-and-Go-Lunches;Best-Vegan-and-Vegetarian-Burgers;healthy-vegan-and-vegetarian-restaurants;Restaurant,"Copper Branch is an entirely vegan franchise with several Toronto locations. Serves delicious fast-food burgers, sandwiches, wraps, poutines, salads, sweets, smoothies and drinks.",147,Copper Branch
2720,Golden Thai Restaurant,750,Golden Thai Restaurant,,,Thai Restaurant,gd_place,publish,,1,0,Never,2018-05-05 16:40,105 Church St,Toronto,Ontario,Canada,,43.6523454,-79.375276,,,,,(416) 868-6668,,,,https://www.facebook.com/pages/Golden-Thai-Restaurant/121354327908303,,,,,,Get Directions,,,,0,,0,,,,,,,,,,,,,,,,,,,,,,,,,,pagesGolden-Thai-Restaurant121354327908303,,,Restaurant;,Restaurant,Golden Thai Restaurant,0,Golden Thai Restaurant
2723,freshii,750,freshii,,,"Fast Food Restaurant,Vegetarian/Vegan Restaurant",gd_place,publish,,1,0,Never,2018-05-05 16:40,92 King Street East Unit 118,Toronto,Ontario,Canada,,43.6500732,-79.3748906,,,,,647-344-5016,,https://www.freshii.com/ca,,https://www.facebook.com/FreshiiKingEast/,,,,,,Get Directions,,,,0,,0,http://ettest.pow7.com/wp-content/uploads/2018/05/31588114_10155815508119398_8523572154661339136_o-6.jpg,,,,,,,,,,,,,,,,,,,,,,,,,FreshiiKingEast,,Vegan;Vegetarian;,Restaurant;,Best-Vegan-and-Vegetarian-Restaurants-for-Grab-and-Go-Lunches;Restaurant,"Good fast food chain where you can easily create vegan dishes by customizing wraps, bowls and salads. Tofu is offered as a vegan protein, as well as beans and many other delicious veggie toppings.",0,freshii (King St)
2725,Salus Fresh Foods,750,"At Salus, we strive each day to provide healthy and delicious foods to our customers. This process begins with sourcing the freshest ingredients from our farmers. We prepare and grill all of our ingredients in-house on a daily basis to guarantee the freshness of all of our dishes. We do not add preservatives or fillers. Our customers can tailor their salad, box, and shake to any specific dietary need and we will ensure that the request is made. Salus guarantees to provide our customers with the healthy meals they need to meet their busy lifestyles.

Come in and experience modern fresh, to-go. ",,,Food &amp; Beverage Company,gd_place,publish,,1,0,Never,2018-05-05 16:41,25 Carlton St. Unit D,Toronto,Ontario,Canada,,43.6610457,-79.3816605,,,,,4165931515,eat@salusfreshfoods.com,http://www.salusfreshfoods.com,,https://www.facebook.com/salusfreshfoods/,,,,,,Get Directions,,,,0,,0,http://ettest.pow7.com/wp-content/uploads/2018/05/22770764_412936532455797_6974518146163552476_o-1.jpg,http://ettest.pow7.com/wp-content/uploads/2018/05/16114783_282623205487131_6724702790356102256_n-1.jpg,http://ettest.pow7.com/wp-content/uploads/2018/05/14457501_218058081943644_7885291018858491612_n-1.jpg,,,,,,,,,,,,,,,,,,,,,,,salusfreshfoods,,Vegan;Vegetarian;,,Best-Vegan-and-Vegetarian-Restaurants-for-Grab-and-Go-Lunches,"At Salus, we strive each day to provide healthy and delicious foods to our customers. This process begins with sourcing the freshest ingredients from our farmers. We prepare and grill all of our ingredients in-house on a daily basis to guarantee the freshness of all of our dishes. We do not add preservatives or fillers. Our customers can tailor their salad, box, and shake to any specific dietary need and we will ensure that the request is made. Salus guarantees to provide our customers with the healthy meals they need to meet their busy lifestyles.

Come in and experience modern fresh, to-go. Full salad bar with great vegan options.",209,Salus Fresh Foods
2727,INS Market,750,"INS Market is the most modern instant gratification store on the market.
 
Our focus is on providing you with the largest selection of beverages and snacks in demand on a daily basis with an increasing focus on a healthier, better for you snack component.
 
Our Commitment to You our Customer
 
- We will provide you with the value you deserve, through fast, friendly, courteous service.
	 
- We will offer quality products in a clean, well-merchandised store, serviced by trained, friendly, customer focused sales associates.",,,"Convenience Store,Grocery Store",gd_place,publish,,1,0,Never,2018-05-05 16:41,3 Gerrard Street East,Toronto,Ontario,Canada,,43.6591229,-79.3815326,,,,,6473510155,contact@insmarket.social,http://ins-market.placestars.com,,https://www.facebook.com/insmarket3g/,,,,,,Get Directions,,,,0,,0,http://ettest.pow7.com/wp-content/uploads/2018/05/12307947_153315208359376_7574916380588390062_o.jpg,http://ettest.pow7.com/wp-content/uploads/2018/05/12314550_153199911704239_5394603448250164445_o.png,,,,,,,,,,,,,,,,,,,,,,,,insmarket3g,,Vegan;Vegetarian;,Store;,Best-Health-Food-Stores;Store,"INS Market is the most modern instant gratification store on the market.
 
Our focus is on providing you with the largest selection of beverages and snacks in demand on a daily basis with an increasing focus on a healthier, better for you snack component.
 
Our Commitment to You our Customer
 
- We will provide you with the value you deserve, through fast, friendly, courteous service.
	 
- We will offer quality products in a clean, well-merchandised store, serviced by trained, friendly, customer focused sales associates.

Many vegan-friendly products available including snack bars and grab-to-go sandwiches.",468,INS Market
2729,Fresh Restaurants - Fresh on Crawford,750,Fresh Restaurants - Fresh on Crawford,,,Vegetarian/Vegan Restaurant,gd_place,publish,,1,0,Never,2018-05-05 16:42,894 Queen Street West,Toronto,Ontario,Canada,,43.6451384,-79.4149767,,,,,416.599.4442,,http://freshrestaurants.ca,,https://www.facebook.com/freshcrawford/,,,,,,Get Directions,,,,0,,0,http://ettest.pow7.com/wp-content/uploads/2018/05/12400996_10156674012760384_8234552382115139604_n.png,,,,,,,,,,,,,,,,,,,,,,,,,freshcrawford,,Vegan;Vegetarian;,Restaurant;,best-entirely-vegetarian-and-vegan-restaurants;Best-Vegan-and-Vegetarian-Breakfast-and-Brunch-Spots;Best-Vegan-and-Vegetarian-Burgers;Restaurant,"The Fresh chain is an entirely vegetarian restaurant with the vast majority of items being vegan, except for goat cheese and some other exceptions.

Healthy fast-food dishes including poutines, wraps, sandwiches, burgers, bowls, desserts, smoothies and more. ",0,Fresh Restaurants - Fresh on Crawford
2731,Khao San Road,750,come eat delicious food,,,Thai Restaurant,gd_place,publish,,1,0,Never,2018-05-05 16:42,11 Charlotte St,Toronto,Ontario,Canada,,43.6464107,-79.3934801,,,,,6473525773,info@khaosanroad.ca,http://www.khaosanroad.ca,,https://www.facebook.com/khaosanroadTO/,,,,,,Get Directions,,,,0,,0,http://ettest.pow7.com/wp-content/uploads/2018/05/16715869_1505318572834640_4128725570006939948_o.jpg,http://ettest.pow7.com/wp-content/uploads/2018/05/16832254_1505309202835577_2792386531079463531_n.jpg,http://ettest.pow7.com/wp-content/uploads/2018/05/480775_526062084093632_1995318977_n.png,http://ettest.pow7.com/wp-content/uploads/2018/05/229675_233440523355791_1035070_n.jpg,,,,,,,,,,,,,,,,,,,,,,khaosanroadTO,"{'mon_1_open': '11:30', 'mon_1_close': '14:30', 'mon_2_open': '17:00', 'mon_2_close': '22:00', 'tue_1_open': '11:30', 'tue_1_close': '14:30', 'tue_2_open': '17:00', 'tue_2_close': '22:00', 'wed_1_open': '11:30', 'wed_1_close': '14:30', 'wed_2_open': '17:00', 'wed_2_close': '22:00', 'thu_1_open': '11:30', 'thu_1_close': '14:30', 'thu_2_open': '17:00', 'thu_2_close': '22:00', 'fri_1_open': '11:30', 'fri_1_close': '14:30', 'fri_2_open': '17:00', 'fri_2_close': '22:00', 'sat_1_open': '12:00', 'sat_1_close': '15:00', 'sat_2_open': '17:00', 'sat_2_close': '22:00', 'sun_1_open': '17:00', 'sun_1_close': '22:00'}",Vegan;Vegetarian;,Restaurant;,Restaurant,"Delicious Thai restaurant with a separate vegetarian menu, which is mostly vegan-friendly as well.",0,Khao San Road
2735,Banh Mi Boys,750,Banh Mi Boys,,,Fast Food Restaurant,gd_place,publish,,1,0,Never,2018-05-05 16:43,2365 Yonge Street,Toronto,ON,Canada,,43.7092,-79.39857,,,,,,,http://www.banhmiboys.com,,https://www.facebook.com/pages/Banh-Mi-Boys/477985635725368,,,,,,Get Directions,,,,0,,0,,,,,,,,,,,,,,,,,,,,,,,,,,pagesBanh-Mi-Boys477985635725368,,Vegan;Vegetarian;,Restaurant;,Best-Vegan-and-Vegetarian-Restaurants-for-Grab-and-Go-Lunches;best-asian-restaurants-with-vegan-and-vegetarian-options-in;Restaurant,Bahn Mi Boys has many vegan options from Korean sandwiches with tofu to buns and salads.,0,Banh Mi Boys
2736,Bahn Mi Boys,750,Bahn Mi Boys,,,Sandwich Shop,gd_place,publish,,1,0,Never,2018-05-05 16:43,392 Queen Street West,Toronto,Ontario,Canada,,43.648827,-79.3969701,,,,,,info@banhmiboys.com,http://www.banhmiboys.com,,https://www.facebook.com/pages/Bahn-Mi-Boys/233710896704261,,,,,,Get Directions,,,,0,,0,,,,,,,,,,,,,,,,,,,,,,,,,,pagesBahn-Mi-Boys233710896704261,,Vegan;Vegetarian;,Restaurant;,Best-Vegan-and-Vegetarian-Restaurants-for-Grab-and-Go-Lunches;best-asian-restaurants-with-vegan-and-vegetarian-options-in;Restaurant,Bahn Mi Boys has many vegan options from Korean sandwiches with tofu to buns and salads.,0,Bahn Mi Boys (Queen St)
2737,Bahn Mi Boys,750,Bahn Mi Boys,,,"Sandwich Shop,Vietnamese Restaurant",gd_place,publish,,1,0,Never,2018-05-05 16:43,399 Yonge Street,Toronto,Ontario,Canada,,43.6592541,-79.3818843,Downtown,43.6462487,-79.3904529,,,,,,https://www.facebook.com/pages/Bahn-Mi-Boys/1460149860907348,,,,,,Get Directions,,,,0,,0,,,,,,,,,,,,,,,,,,,,,,,,,,pagesBahn-Mi-Boys1460149860907348,,Vegan;Vegetarian;,Restaurant;,Best-Vegan-and-Vegetarian-Restaurants-for-Grab-and-Go-Lunches;best-asian-restaurants-with-vegan-and-vegetarian-options-in;Restaurant,Bahn Mi Boys has many vegan options from Korean sandwiches with tofu to buns and salads.,350,Bahn Mi Boys (Yonge)
2740,Maker Pizza,750,"Pizza, in Pizza's image. Prepare to meet your Maker.",,,Pizza Place,gd_place,publish,,1,0,Never,2018-05-05 16:44,59 Cameron St.,Toronto,Ontario,Canada,,43.6501423,-79.3978898,,,,, 416-782-2000,,http://makerpizza.com,,https://www.facebook.com/MakerPizza/,,,,,,Get Directions,,,,0,,0,http://ettest.pow7.com/wp-content/uploads/2018/05/12015152_1647382518871603_5651917795884232692_o.jpg,http://ettest.pow7.com/wp-content/uploads/2018/05/11219530_1637062649903590_4437855419063123104_n.jpg,,,,,,,,,,,,,,,,,,,,,,,,MakerPizza,"{'mon_1_open': '12:00', 'mon_1_close': '00:00', 'tue_1_open': '12:00', 'tue_1_close': '00:00', 'wed_1_open': '12:00', 'wed_1_close': '00:00', 'thu_1_open': '12:00', 'thu_1_close': '00:00', 'fri_1_open': '12:00', 'fri_1_close': '03:00', 'sat_1_open': '12:00', 'sat_1_close': '03:00', 'sun_1_open': '12:00', 'sun_1_close': '00:00'}",Vegan;Vegetarian;,,,"Pizza, in Pizza's image. Prepare to meet your Maker. Staff are happy to help customize any dish to make it vegan - just ask!",0,Maker Pizza
2742,Banh Mi Ba Le Toronto,750,"CBC Sandwich Seekers:
http://www.cbc.ca/metromorning/episodes/2012/08/02/sandwich-seekers/

BlogTO review: http://www.blogto.com/restaurants/banh-mi-ba-le-toronto",,,"Sandwich Shop,Vietnamese Restaurant",gd_place,publish,,1,0,Never,2018-05-05 16:44,538 Dundas St. W.,Toronto,Ontario,Canada,,43.6528034,-79.3991397,,,,,416-977-2168,banhmibale.to@gmail.com,,,https://www.facebook.com/Banh-Mi-Ba-Le-Toronto-838907086165292/,,,,,,Get Directions,,,,0,,0,http://ettest.pow7.com/wp-content/uploads/2018/05/1782535_839285272794140_1945505859534565861_o-1.jpg,http://ettest.pow7.com/wp-content/uploads/2018/05/11252455_839282126127788_1327078701287735252_n-1.jpg,,,,,,,,,,,,,,,,,,,,,,,,Banh-Mi-Ba-Le-Toronto-838907086165292,,Vegan;Vegetarian;,Restaurant;Store;,Restaurant;Store,Excellent Vietnamese sandwich shop featuring 2 tofu-based vegan sandwiches.,297,Banh Mi Ba Le Toronto
