post_id,post_title,post_author,post_content,post_category,default_category,post_tags,post_type,post_status,is_featured,claimed,package_id,alive_days,expire_date,post_date,post_address,post_city,post_region,post_country,post_zip,post_latitude,post_longitude,post_neighbourhood,neighbourhood_latitude,neighbourhood_longitude,geodir_timing,geodir_contact,geodir_email,geodir_website,geodir_twitter,geodir_facebook,geodir_video,geodir_special_offers,linked_cpt_ID,geodir_backendextrainfo,geodir_ethicalcriteria,geodir_get_directions,geodir_twitterusername,geodir_Instagram,geodir_Calltoaction,gd_is_franchise,gd_franchise_lock,franchise,IMAGE,IMAGE,IMAGE,IMAGE,IMAGE,IMAGE,IMAGE,IMAGE,IMAGE,IMAGE,IMAGE,IMAGE,IMAGE,IMAGE,IMAGE,IMAGE,IMAGE,IMAGE,IMAGE,IMAGE,IMAGE,IMAGE,IMAGE,IMAGE,IMAGE,IMAGE,IMAGE,IMAGE,IMAGE,IMAGE,IMAGE,IMAGE,IMAGE,IMAGE,IMAGE,IMAGE,IMAGE,IMAGE,IMAGE,IMAGE,IMAGE,IMAGE
1083,Bar Robo,261,"Some say Ottawa is a predictable, robotic city. We’re here to prove them wrong. By day, Bar Robo serves premium coffee and specialty baked goods; by night it serves classic and modern libations and delicious bar snacks. We also like bringing people together with events, shows and parties.

Very good veg options for a bar/cafe, such as roasted carrots with vegan cream cheese, banana ketchup, peanuts &amp; pickled papaya.",Cafés and Bakeries,Cafés and Bakeries,"Bar,Cafe,February2017,Music,Robo",gd_place,publish,,,1,0,Never,2016-07-03 8:46,692 Somerset St. W,Ottawa,Ontario,Canada,,45.4110605,-75.706625,Chinatown,45.409151,-75.7112239,"Mon:	 08:00 - 02:00 Tues-Wed:	 08:00 - 18:00 Thurs-Sun:	 08:00 - 02:00",6132337626,barroboottawa@gmail.com,http://barrobo.com,https://twitter.com/bar_robo,https://www.facebook.com/Bar-Robo-1578733065780499/,,,,,"Vegan,Vegetarian",Get Directions,bar_robo,,,0,,0,https://ethicaltree.com/wp-content/uploads/2017/03/1083_14915404_1728187414168396_7988115072162778117_n.jpg,https://ethicaltree.com/wp-content/uploads/2016/07/1977296_1585156495138156_5130558263100182628_n.jpg,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1085,Lowertown Brewery,261,"Located in the ByWard Market in Ottawa, Lowertown Brewery is the newest addition to the Ontario craft beer market. Serving great comfort food and pre-prohibition cocktails, you won't want to miss what we're brewing next!

The head chef is former ZenKitchen chef Kyle Mortimer-Proulx and so there are always veg-friendly options available here. A few vegan choices are on the menu (clearly labelled as such) and you can always ask your server for other vegan options available that day.",Restaurants,Restaurants,"Bar,Best Sit-Down Restaurants in Ottawa,Brewery,Grill,Lowertown,Restaurant",gd_place,publish,,,1,0,Never,2016-07-03 10:37,73 York Street,Ottawa,Ontario,Canada,,45.4285859,-75.6918178,byward-market-1,45.4288038,-75.694015,"Mon-Wed:	 11:00 - 01:00 Thurs-Fri:	 11:00 - 02:00 Sat-Sun:	 10:00 - 02:00",6137221454,lowertownbrewery@gmail.com,http://lowertownbrewery.ca/,https://twitter.com/LowertownOttawa,https://www.facebook.com/LowertownBreweryOttawa/,,,,,"Vegan,Vegetarian",Get Directions,LowertownOttawa,,,0,,0,https://ethicaltree.com/wp-content/uploads/2017/03/1085_16708227_1852716381664992_6851135380857609144_n.jpg,https://ethicaltree.com/wp-content/uploads/2016/07/10174881_1405780179691950_606371409_n.jpg,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1087,Bambu,261,"Thai, Chinese and Japanese creations transport your senses to the places where our meals find inspiration.

Many veg-friendly options on both the main menu (especially tofu-based items) and on the sushi menu, which features vegan sushi such as avocado, mushroom, cucumber, radish, asparagus, squash, sweet potato, tofu and more. Like many sushi places, miso soup is not vegan.",Restaurants,Restaurants,"Best Asian Restaurants with Vegan and Vegetarian Options in Ottawa,Best Sit-Down Restaurants in Ottawa,Chinese,Japanese,Restaurant,Sushi,thai",gd_place,publish,,,1,0,Never,2016-07-03 10:46,3993 Riverside Dr,Ottawa,Ontario,Canada,,45.33292866,-75.6927843,Ottawa South,45.3807492,-75.6703238,"Sunday	11:00 AM - 10:00 PM Mon - Wed	11:00 AM - 9:30 PM Thursday	11:00 AM - 10:00 PM Fri - Sat	11:00 AM - 11:00 PM",6137388800,,http://www.restobambu.com/,,https://www.facebook.com/pages/Bambu/160544970634498,,,,,"Vegan,Vegetarian",Get Directions,,,,0,,0,https://ethicaltree.com/wp-content/uploads/2016/07/1087_bambu.jpg,https://ethicaltree.com/wp-content/uploads/2016/07/1087_bambu2.png,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1089,Talay Thai,261,"Delicious Thai food on the South side of Centretown.

Many vegan options throughout the lunch and dinner menus, mostly found under the ""Vegetables"" sections at the bottoms of both menus. Items such as tofu dishes and thai veg curries.",Restaurants,Restaurants,"Best Asian Restaurants with Vegan and Vegetarian Options in Ottawa,Curry,Featured Local Businesses For April 2017,Restaurant,Talay,thai,tofu,Veg",gd_place,publish,,,1,0,Never,2016-07-03 10:52,511 Bank Street,Ottawa,Ontario,Canada,,45.4100413,-75.6921098,Centretown,45.41996677,-75.6932603,Lunch: Monday - Friday 11:30 AM - 2:00 PM  Dinner: Sunday - Monday 5:00 PM - 9:00 PM Tuesday - Saturday 5:00 PM - 10:00 PM,6132382529,,http://www.talaythai.ca/,,https://www.facebook.com/pages/Talay-Thai/177827938920199,,,,,"Vegan,Vegetarian",Get Directions,,,,0,,0,https://ethicaltree.com/wp-content/uploads/2017/03/1089_11180295_10203783691542854_5629009981977050387_n.jpg,https://ethicaltree.com/wp-content/uploads/2016/07/1089_talay.jpg,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1091,Phuket Royal,261,"Specialized in Thai Cuisine, Vietnamese Pho, Chinese B.B.Q and Filipino Lechon.

See items on the Vegetable Menu for some delicious vegan options with tofu, curried vegetables and more. Staff are very helpful if you tell them you're vegan.",Restaurants,Restaurants,"Best Asian Restaurants with Vegan and Vegetarian Options in Ottawa,Chinese,Filipino,October2016,Restaurant,Vietnamese",gd_place,publish,,,1,0,Never,2016-07-03 10:58,713 Somerset Street West,Ottawa,Ontario,Canada,,45.4107094,-75.707819,Chinatown,45.409151,-75.7112239,"Mon-Sun:	 11:00 - 22:00",6132353134,,http://www.phuketroyal.com,,https://www.facebook.com/Phuket-Royal-618880314873492/,,,,,"Vegan,Vegetarian",Get Directions,,,,0,,0,https://ethicaltree.com/wp-content/uploads/2017/03/1091_10417563_772803996147789_7903046896548033417_n.jpg,https://ethicaltree.com/wp-content/uploads/2016/07/1504547_618881421540048_576705749_n.jpg,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1093,House of TARG,261,"It's a spot like no other, featuring the best in live music, pinball, old school arcade games and a delicious menu of handmade perogies. The House of TARG is proudly owned and operated by Ottawa musicians Paul ‘yogi’ Granger, Mark McHale and Kevin Birger.

Known for great vegan “cheddar bacon” perogies, served with cashew dill “sour cream” and sauerkraut. The weekend brunch menu features a vegan platter with those perogies along with fruit, toast and unlimited coffee.",Restaurants,Restaurants,"Arcade,Bands,Best Vegan and Vegetarian Breakfast and Brunch Spots in Ottawa,f07,Music,Perogies,Restaurant",gd_place,publish,,,1,365,2018-02-06,2016-07-03 11:04,1077 Bank Street,Ottawa,Ontario,Canada,,45.3945333,-75.6834339,Old Ottawa South,45.393166,-75.6824865,Mon & Tues: Closed* Wed: 5pm - 11pm Thurs & Fri: 5pm - 2am Sat & Sun: 11am - 2am,6136808274,yogi@houseoftarg.com,http://www.houseoftarg.com,https://twitter.com/HouseofTarg,https://www.facebook.com/houseoftarghouseoftarg/,,,,,"Vegan,Vegetarian",Get Directions,HouseofTarg,,,0,,0,https://ethicaltree.com/wp-content/uploads/2017/03/1093_16825963_1461626093888189_2212659859064561534_o.jpg,https://ethicaltree.com/wp-content/uploads/2016/07/13312854_1165562380161230_2045962728851701652_n.png,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1095,Kothu Rotti,261,"Associated with the popular Ceylonta restaurant owners, Kothu Rotti serves typical and traditional popular Sri Lankan and South Indian dishes. Vast varieties of dishes for Vegan, Vegetarian, Meat lovers (Halal), Sea food lovers, and special choices in Gluten free and Nuts free.

There is an entire menu section full of vegan appetizers and meals.",Restaurants,Restaurants,"Best Indian Restaurants with Vegetarian and Vegan options (Ottawa),Best Vegan and Vegetarian Restaurants with Delivery in Ottawa,Fast Food Restaurant,Indian,KOTHU ROTTI,Restaurant",gd_place,publish,,,1,0,Never,2016-07-03 11:22,408 Dalhousie Street,Ottawa,Ontario,Canada,,45.4265278,-75.6894165,Byward Market,45.4272431,-75.694269,"Mon-Thurs:	 09:30 - 21:30 Fri:	 09:30 - 22:30 Sat:	 15:30 - 22:30 Sun:	 15:30 - 21:00",6136807812,kothurotti01@gmail.com,http://www.kothurotti.ca,,https://www.facebook.com/KothuRotti/,,,,,"Vegan,Vegetarian",Get Directions,,,,0,,0,https://ethicaltree.com/wp-content/uploads/2017/03/1095_10296602_685207094848437_2443416932040920223_n.png,https://ethicaltree.com/wp-content/uploads/2016/07/1048848_549111348458013_1084972388_o.jpg,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1099,Sidedoor Contemporary Kitchen & Bar,261,"Slightly upscale and contemporary restaurant in Byward Market that always has a few vegan options on the menu, though they change with the seasonal menus.",Restaurants,Restaurants,"Bar,Best Sit-Down Restaurants in Ottawa,Contemporary,Kitchen,Restaurant",gd_place,publish,,,1,0,Never,2016-07-03 11:38,18b York Street,Ottawa,Ontario,Canada,,45.4273346,-75.6940098,Byward Market,45.4272431,-75.694269,"Mon-Fri:	 11:30 - 14:30 16:30 - 02:00 Sat-Sun:	 16:30 - 02:00",6135629331,events@sidedoorrestaurant.com,http://www.sidedoorrestaurant.com/,https://twitter.com/sidedoorkitchen,https://www.facebook.com/Sidedoor-Contemporary-Kitchen-Bar-225595294122013/,,,,,"Vegan,Vegetarian",Get Directions,sidedoorkitchen,,,0,,0,https://ethicaltree.com/wp-content/uploads/2016/07/241323_229516743729868_2739114_o.jpg,https://ethicaltree.com/wp-content/uploads/2016/07/10947215_1015598238455044_8111933369934393156_n.jpg,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1101,Green Papaya Classic Thai Cuisine,261,"Green Papaya is well-known with 2 locations in Ottawa and 1 in Gatineau, along with a food truck that appears at many events across the city.

See the Vegetable section of the menu for many vegan curries as well as tofu and eggplant dishes.",Restaurants,Restaurants,"Best Asian Restaurants with Vegan and Vegetarian Options in Ottawa,Cuisine,Curry,Papaya,Restaurant,thai",gd_place,publish,,,1,0,Never,2016-07-03 11:45,256 Preston,Ottawa,Ontario,Canada,,45.4044034,-75.7119835,Little Italy,45.4044034,-75.7119835,Lunch Mon - Fri: 11:30am - 2:30pm  Dinner Mon - Thu: 5:00pm - 10:00pm Fri - Sat: 5:00pm - 11:00pm Sun: 5:00pm - 10:00pm,6132318424,,http://www.greenpapaya.ca,https://twitter.com/GreenPapayaRest,https://www.facebook.com/Green-Papaya-Classic-Thai-Cuisine-264869630195254/,,,,,"Vegan,Vegetarian",Get Directions,GreenPapayaRest,,,1,"claimed,geodir_email,geodir_ethicalcriteria,geodir_backendextrainfo,geodir_menu,post_tags,geodir_twitter,geodir_website",0,https://ethicaltree.com/wp-content/uploads/2017/03/1101_482017_408946562475221_107324980_n.jpg,https://ethicaltree.com/wp-content/uploads/2016/07/185588_264870516861832_1660063_n.jpg,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1103,Green Papaya Merivale,261,"Green Papaya is well-known with 2 locations in Ottawa and 1 in Gatineau, along with a food truck that appears at many events across the city.

See the Vegetable section of the menu for many vegan curries as well as tofu and eggplant dishes.",Restaurants,Restaurants,"Best Asian Restaurants with Vegan and Vegetarian Options in Ottawa,Cuisine,Curry,Papaya,Restaurant,thai",gd_place,publish,,,1,0,Never,2016-07-03 11:47,1374 Baseline Rd,Ottawa,Ontario,Canada,,45.3622429,-75.7370181,,,,Lunch Mon - Fri: 11:30am - 2:30pm  Dinner Mon - Thu: 5:00pm - 10:00pm Fri - Sat: 5:00pm - 11:00pm Sun: 5:00pm - 10:00pm,6132388424,,http://www.greenpapaya.ca,https://twitter.com/GreenPapayaRest,https://www.facebook.com/Green-Papaya-Merivale-427980394051770/,,,,,"Vegan,Vegetarian",Get Directions,GreenPapayaRest,,,0,,1101,https://ethicaltree.com/wp-content/uploads/2017/03/1103_482017_408946562475221_107324980_n.jpg,https://ethicaltree.com/wp-content/uploads/2016/07/1103_185588_264870516861832_1660063_n.jpg,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1104,Papaye Verte Cuisine Classique Thailandaise,261,"Green Papaya is well-known with 2 locations in Ottawa and 1 in Gatineau, along with a food truck that appears at many events across the city.

See the Vegetable section of the menu for many vegan curries as well as tofu and eggplant dishes.",Restaurants,Restaurants,"Best Asian Restaurants with Vegan and Vegetarian Options in Ottawa,Cuisine,Curry,Papaya,Restaurant,thai",gd_place,publish,,,1,0,Never,2016-07-03 11:49,69 Rue Laurier,Gatineau,Québec,Canada,,45.430415,-75.7103792,Hull,45.427272,-75.71346,Lunch Mon - Fri: 11:30am - 2:30pm  Dinner Mon - Thu: 5:00pm - 10:00pm Fri - Sat: 5:00pm - 11:00pm Sun: 5:00pm - 10:00pm,8197770404,,http://www.greenpapaya.ca,https://twitter.com/GreenPapayaRest,https://www.facebook.com/Papaye-Verte-Cuisine-Classique-Thailandaise-187691867934026/,,,,,"Vegan,Vegetarian",Get Directions,GreenPapayaRest,,,0,,1101,https://ethicaltree.com/wp-content/uploads/2017/03/1104_482017_408946562475221_107324980_n.jpg,https://ethicaltree.com/wp-content/uploads/2016/07/1104_185588_264870516861832_1660063_n.jpg,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1107,Khao Thai on Murray,261,"Experience fine Thai dining and culture.

Long vegetarian menu with many vegan-friendly soups, appetizers, noodle dishes, curries and more.",Restaurants,Restaurants,"Asian,Best Asian Restaurants with Vegan and Vegetarian Options in Ottawa,Best Sit-Down Restaurants in Ottawa,Noodles,Restaurant,thai",gd_place,publish,,,1,0,Never,2016-07-03 12:27,103 Murray Street,Ottawa,Ontario,Canada,,45.4299279,-75.6931827,byward-market-1,45.4288038,-75.694015,"Mon-Thurs:	 17:00 - 22:00 23:30 - 14:30 Fri:	 17:00 - 22:30 23:30 - 14:30 Sat:	 17:00 - 22:30 Sun:	 17:00 - 21:00",6132417276,info@khaothai.ca,http://www.khaothai.ca/,https://twitter.com/khaothai,https://www.facebook.com/khaothaionmurray/,,,,,"Vegan,Vegetarian",Get Directions,khaothai,,,0,,0,https://ethicaltree.com/wp-content/uploads/2016/07/10626393_745870532161106_6874512728817434815_o.jpg,https://ethicaltree.com/wp-content/uploads/2016/07/265703_387728414641988_2082203688_o.jpg,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1109,Kungfu Bistro,261,"When you enter Kungfu, be prepared to be greeted by images of Bruce Lee, Mulan, or Jackie Chan. The ambiance and setting is a ying/yang of martial arts and delicate fusion of Oriental aromas (with no MSG added) that will sure to interest your tastes. Be prepared to be Kungfused with our menu of Chinese, Gluten Free Thai dishes, or Sushi during the evenings. Or if you're a 'Soups and Noodles' person, you won't be disappointed!

Many vegan options on the menu that are clearly labelled as such. A few vegan sushi options including avocado, mango and pineapple.",Restaurants,Restaurants,"Asian,Best Asian Restaurants with Vegan and Vegetarian Options in Ottawa,Bistro,Chinese,Kungfu,Restaurant,thai",gd_place,publish,,,1,0,Never,2016-07-03 12:32,1110 Carp Rd,Ottawa,Ontario,Canada,,45.2683695,-75.9421027,Kanata,45.3538988,-75.9319726,"Mon-Thurs:	 11:00 - 21:00 Fri:	 11:00 - 22:00 Sat:	 15:00 - 22:00 Sun:	 15:00 - 21:00",6138316808,kungfubistro@icloud.com,http://www.kungfubistro.com,,https://www.facebook.com/KungfuBistro/,,,,,"Vegan,Vegetarian",Get Directions,,,,0,,0,https://ethicaltree.com/wp-content/uploads/2017/03/1109_10509773_912057528804368_6100231313925102821_n.jpg,https://ethicaltree.com/wp-content/uploads/2016/07/560600_424773070874782_722623905_n.jpg,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1111,SushiGo (Albert St),261,"SushiGo is a «counter shop» concept specialized in the preparation and the selling of sushi, meal soups and Asian meal salads, whether it is to go or to eat on location.

Good variety of vegan sushi options including inari tofu, avocado, mushroom, cucumber and more. Miso soup is not vegan but you can easily get vegan soups since they offer a choice of broth and protein (including tofu option).",Restaurants,Restaurants,"Best Asian Restaurants with Vegan and Vegetarian Options in Ottawa,Best Vegan and Vegetarian Restaurants for Grab-and-Go Lunches in Ottawa,Japanese,Restaurant,Sushi,tofu",gd_place,publish,,,1,0,Never,2016-07-03 12:42,340 Albert Street,Ottawa,Ontario,Canada,,45.4186015,-75.7024866,Centretown,45.41996677,-75.6932603,Monday to Friday 11am - 5pm,6138601616,info@sushigoexpress.com,http://www.sushigoexpress.ca,,https://www.facebook.com/pages/SushiGo/118109691705949,,,,,"Vegan,Vegetarian",Get Directions,,,,1,"claimed,gd_placecategory,geodir_email,geodir_ethicalcriteria,geodir_backendextrainfo,geodir_facebook,post_desc,geodir_menu,geodir_twitter,geodir_website",0,https://ethicaltree.com/wp-content/uploads/2016/07/1111_sushigo.jpg,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1113,SushiGo (ByWard Market),261,"SushiGo is a «counter shop» concept specialized in the preparation and the selling of sushi, meal soups and Asian meal salads, whether it is to go or to eat on location.

Good variety of vegan sushi options including inari tofu, avocado, mushroom, cucumber and more. Miso soup is not vegan but you can easily get vegan soups since they offer a choice of broth and protein (including tofu option).",Restaurants,Restaurants,"Best Asian Restaurants with Vegan and Vegetarian Options in Ottawa,Best Vegan and Vegetarian Restaurants for Grab-and-Go Lunches in Ottawa,Japanese,Restaurant,Sushi,tofu",gd_place,publish,,,1,0,Never,2016-07-03 12:43,48 Byward Market Square,Ottawa,Ontario,Canada,,45.4275024,-75.6926035,Byward Market,45.4272431,-75.694269,Sunday to Wednesday 11am - 8pm Thursday and Friday 11am - 10pm Saturday 11am - 9pm,6132441616,info@sushigoexpress.com,http://www.sushigoexpress.ca,,https://www.facebook.com/pages/SushiGo/118109691705949,,,,,"Vegan,Vegetarian",Get Directions,,,,0,,1111,https://ethicaltree.com/wp-content/uploads/2016/07/1113_sushigo.jpg,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1114,SushiGo (Gatineau),261,"SushiGo is a «counter shop» concept specialized in the preparation and the selling of sushi, meal soups and Asian meal salads, whether it is to go or to eat on location.

Good variety of vegan sushi options including inari tofu, avocado, mushroom, cucumber and more. Miso soup is not vegan but you can easily get vegan soups since they offer a choice of broth and protein (including tofu option).",Restaurants,Restaurants,"Best Asian Restaurants with Vegan and Vegetarian Options in Ottawa,Best Vegan and Vegetarian Restaurants for Grab-and-Go Lunches in Ottawa,Japanese,Restaurant,Sushi,tofu",gd_place,publish,,,1,0,Never,2016-07-03 12:44,20 Boul du Plateau,Gatineau,Québec,Canada,,45.4370286,-75.7681374,Hull,45.427272,-75.71346,Monday to Thursday 11am - 9pm Friday 11am - 10pm Saturday 11am - 9pm Sunday 11am - 8pm,8197778744,info@sushigoexpress.com,http://www.sushigoexpress.ca,,https://www.facebook.com/pages/SushiGo/118109691705949,,,,,"Vegan,Vegetarian",Get Directions,,,,0,,1111,https://ethicaltree.com/wp-content/uploads/2016/07/1114_sushigo.jpg,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1117,168 Sushi Asian Buffet (Ottawa East),261,"We have over 168 Japanese, Chinese, Korean, Thai Buffet Items in our All You Can Enjoy Special. 2 locations in Ottawa.

Vegetarian sushi items are clearly labelled on menu and feature many typical vegan options such as tofu, sweet potato, avocado, ginger, mushroom, cucumber and more.",Restaurants,Restaurants,"Best Asian Restaurants with Vegan and Vegetarian Options in Ottawa,Buffet,Chinese,Korean,Restaurant,Sushi,thai",gd_place,publish,,,1,0,Never,2016-07-03 12:50,1760 St. Laurent Blvd.,Ottawa,Ontario,Canada,,45.4045474,-75.6266124,Ottawa East,45.4145372,-75.647384,"Mon-Thurs:	 11:00 - 22:00 Fri-Sat:	 11:00 - 23:00 Sun:	 11:00 - 22:00",6135231680,ottawaeast@168sushibuffet.com,http://www.168sushibuffet.com,https://twitter.com/168SUSHI_BUFFET,https://www.facebook.com/168-Sushi-Asian-Buffet-Ottawa-East-Official-216748975072591/,,,,,"Vegan,Vegetarian",Get Directions,168SUSHI_BUFFET,,,1,"claimed,gd_placecategory,geodir_ethicalcriteria,geodir_backendextrainfo,post_desc,geodir_menu,post_tags,geodir_twitter,geodir_website",0,https://ethicaltree.com/wp-content/uploads/2017/03/1117_201409011814425.jpg,https://ethicaltree.com/wp-content/uploads/2016/07/373814_216750025072486_746925222_n.jpg,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1119,168 Sushi Asian Buffet (Ottawa Nepean),261,"We have over 168 Japanese, Chinese, Korean, Thai Buffet Items in our All You Can Enjoy Special. 2 locations in Ottawa.

Vegetarian sushi items are clearly labelled on menu and feature many typical vegan options such as tofu, sweet potato, avocado, ginger, mushroom, cucumber and more.",Restaurants,Restaurants,"Best Asian Restaurants with Vegan and Vegetarian Options in Ottawa,Buffet,Chinese,Korean,Restaurant,Sushi,thai",gd_place,publish,,,1,0,Never,2016-07-03 12:53,1651 Merivale Rd,Ottawa,Ontario,Canada,,45.3501434,-75.7311205,,,,"Mon-Thurs:	 11:00 - 22:00 Fri-Sat:	 11:00 - 23:00 Sun:	 11:00 - 22:00",6132280168,ottawa@168sushibuffet.com,http://www.168sushibuffet.com,https://twitter.com/168SUSHI_BUFFET,https://www.facebook.com/168-Sushi-Japan-Buffet-Ottawa-Official-219529008060232/?fref=ts,,,,,"Vegan,Vegetarian",Get Directions,168SUSHI_BUFFET,,,0,,1117,https://ethicaltree.com/wp-content/uploads/2017/03/1119_201409011814425.jpg,https://ethicaltree.com/wp-content/uploads/2016/07/1119_japott.jpg,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1122,Nu Caribbean,261,"Caribbean Restautant & Take-Out

Variety of vegan options such as veg rotis, wraps, stir fries, salads, Jamaican patties, and even some desserts.",Restaurants,Restaurants,"Best Vegan and Vegetarian Restaurants for Grab-and-Go Lunches in Ottawa,Caribbean,Jamaican,Restaurant,Take-out,Veg",gd_place,publish,,,1,0,Never,2016-07-03 13:06,100 Castlefrank Rd Unit 5,Ottawa,Ontario,Canada,,45.293711,-75.8818123,Kanata,45.3538988,-75.9319726,"Mon-Thurs:	 11:00 - 21:00 Fri-Sat:	 11:00 - 22:00 Sun:	 12:00 - 21:00",6138621623,,http://www.nucaribbean.com,,https://www.facebook.com/nucaribbean/,,,,,"Vegan,Vegetarian",Get Directions,,,,0,,0,https://ethicaltree.com/wp-content/uploads/2016/07/12249844_1523149254673281_1309049593857412842_n.png,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1124,East India Company (Ottawa Centre),261,"East India Company Restaurants have been in business for over thirty years and have always enjoyed a reputation for the best East Indian Food in Ottawa and Winnipeg, Canada. The company is known not only for the high quality of food and service provided, but also for the atmosphere created through authentic Indian artwork ranging from 100 to 500 years old displayed through out the restaurants.

Both the menu and the buffet have good vegan options, including vegan samosas, curries and other dishes. Tell the staff you are vegan and they will be happy to help you find what you can eat and will sometimes make vegan alternatives for you.",Restaurants,Restaurants,"Best Indian Restaurants with Vegetarian and Vegan options (Ottawa),Buffet,Indian,Restaurant,Veg",gd_place,publish,,,1,0,Never,2016-07-03 13:11,210 Somerset West,Ottawa,Ontario,Canada,,45.4172772,-75.6912452,centretown-1,45.4153258,-75.6967715,Lunch: Mon-Fri 11 am-2:30 pm Dinner: Mon-Fri 4:30 pm-9:30 pm Sat: 4:30 pm-9:30 pm Sun: 12 pm-8:30 pm,6135674634,,http://www.eastindiaco.com,https://twitter.com/east_india_co,https://www.facebook.com/EastIndiaCompanyRestaurants/,,,,,"Vegan,Vegetarian",Get Directions,east_india_co,,,1,"claimed,geodir_email,geodir_ethicalcriteria,geodir_backendextrainfo,geodir_facebook,geodir_menu,geodir_twitter,geodir_website",0,https://ethicaltree.com/wp-content/uploads/2017/03/1124_16640834_1225142070856256_1012168253112341306_n.jpg,https://ethicaltree.com/wp-content/uploads/2016/07/11141726_829202877116846_1607537412349567924_n.jpg,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1126,East India Company (Ottawa West),261,"East India Company Restaurants have been in business for over thirty years and have always enjoyed a reputation for the best East Indian Food in Ottawa and Winnipeg, Canada. The company is known not only for the high quality of food and service provided, but also for the atmosphere created through authentic Indian artwork ranging from 100 to 500 years old displayed through out the restaurants.

Both the menu and the buffet have good vegan options, including vegan samosas, curries and other dishes. Tell the staff you are vegan and they will be happy to help you find what you can eat and will sometimes make vegan alternatives for you.",Restaurants,Restaurants,"Best Indian Restaurants with Vegetarian and Vegan options (Ottawa),Best Sit-Down Restaurants in Ottawa,Buffet,Indian,Restaurant,Veg",gd_place,publish,,,1,0,Never,2016-07-03 13:12,1993 Robertson Rd,Ottawa,Ontario,Canada,,45.3239879,-75.8285624,Bells Corners,45.33061,-75.78296,Lunch: Mon-Fri 11 AM-2:30 pm Dinner: Mon-Fri 4:30 pm-9:30 pm Sat: 5:00 pm-9:30 pm Sun: 11 am-8:30 pm Sat & Sun Brunch: 11 am-3 pm,6137213777,,http://www.eastindiaco.com,https://twitter.com/east_india_co,https://www.facebook.com/EastIndiaCompanyRestaurants/,,,,,"Vegan,Vegetarian",Get Directions,east_india_co,,,0,,1124,https://ethicaltree.com/wp-content/uploads/2017/03/1126_16640834_1225142070856256_1012168253112341306_n.jpg,https://ethicaltree.com/wp-content/uploads/2016/07/1126_11141726_829202877116846_1607537412349567924_n.jpg,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1128,Mr Mozzarella,261,"Mr Mozzarella, located in Nepean, ON, serves the students of Algonquin College and the Ottawa West community. After being in business for 5 years, loyal customers continue to appreciate the vast number of items and dipping sauces available on the menu.

Despite the misleading name, Mr. Mozarella offers some excellent cheese-less vegan pizza options, and even has a vegan garlic sauce available. Staff here are always happy to help you customize your veg-friendly pizza.",Restaurants,Restaurants,"Best Vegan and Vegetarian Restaurants with Delivery in Ottawa,Pizza,Restaurant,Take-out",gd_place,publish,,,1,0,Never,2016-07-03 13:16,1433 Woodroffe Ave,Ottawa,Ontario,Canada,,45.3419389,-75.7560492,,,,"Mon-Wed:	 11:00 - 23:00 Thurs:	 11:00 - 00:00 Fri-Sat:	 11:00 - 16:00 Sun:	 11:00 - 23:00",6132269000,mrmozzarella@sympatico.ca,http://mrmozzarella.com/main/index,https://twitter.com/MrMozzarellaOtt,https://www.facebook.com/Mr-Mozzarella-518348208238532/,,,,,"Vegan,Vegetarian",Get Directions,MrMozzarellaOtt,,,0,,0,https://ethicaltree.com/wp-content/uploads/2017/03/1128_16252188_1254544784627253_877580975826103802_o.jpg,https://ethicaltree.com/wp-content/uploads/2016/07/1097966_520041691402517_1516920703_n.png,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
