post_id,post_title,post_author,post_content,post_category,default_category,post_tags,post_type,post_status,is_featured,claimed,package_id,alive_days,expire_date,post_date,post_address,post_city,post_region,post_country,post_zip,post_latitude,post_longitude,post_neighbourhood,neighbourhood_latitude,neighbourhood_longitude,geodir_timing,geodir_contact,geodir_email,geodir_website,geodir_twitter,geodir_facebook,geodir_video,geodir_special_offers,linked_cpt_ID,geodir_backendextrainfo,geodir_ethicalcriteria,geodir_get_directions,geodir_twitterusername,geodir_Instagram,geodir_Calltoaction,gd_is_franchise,gd_franchise_lock,franchise,IMAGE,IMAGE,IMAGE,IMAGE,IMAGE,IMAGE,IMAGE,IMAGE,IMAGE,IMAGE,IMAGE,IMAGE,IMAGE,IMAGE,IMAGE,IMAGE,IMAGE,IMAGE
2533,Famous King Restaurant,5,"Halal,Meditaranian, Lebanese,Donair,Chicken shawarma,Tabouli,Chicken Fillet,Hummous, Donair Pizza,Poutine and Donair Poutine and much more.

Great vegetarian shwarma options with falafel or cauliflower",Restaurants,Restaurants,"Best-Vegan-and-Vegetarian-Restaurants-for-Grab-and-Go-Lunches-in-Kingston,Halal,Lebanese,Restaurant",gd_place,publish,,,1,0,Never,2017-10-05 12:23,501 Princess St,Kingston,Ontario,Canada,,44.2349586,-76.4962717,Williamsville,44.2347888,-76.4960169,,6135495464,,,,https://www.facebook.com/Kingstonhallal/,,,,,Vegetarian,Get Directions,,,,0,,0,https://kingston.ethicaltree.com/wp-content/uploads/2017/10/19577526_1571260202886467_7604380373551480180_o.jpg,,,,,,,,,,,,,,,,,
2537,Flavours of India,5,"Flavours of India offers guests an authentic dining experience with traditional Indian cuisine, native beverages, and a menu that satisfies any palate.

We have several great vegan dishes on our menu and a full selection of vegetarian options available. And at Flavours of India we offer you the choice of turning any dish into a vegetarian meal (i.e. Vegetable Madras, Vegetable Bhoona).",Restaurants,Restaurants,"Best Restaurants for Vegan Meals in Kingston,best-indian-restaurants-with-vegetarian-and-vegan-options-kingston,Curry,Dinner,Indian,Restaurant,Vegan",gd_place,publish,,,1,0,Never,2017-10-05 15:42,461 Princess St,Kingston,Ontario,Canada,,44.234314,-76.494648,Williamsville,44.2347888,-76.4960169,,6135363939,info@flavoursofindiakingston.ca,http://flavoursofindiakingston.ca/,,https://www.facebook.com/flavoursofindiakingston/,,,,,"Vegan,Vegetarian,Organic",Get Directions,,,,0,,0,https://kingston.ethicaltree.com/wp-content/uploads/2017/10/2537_flavvvv.jpg,https://kingston.ethicaltree.com/wp-content/uploads/2017/10/10931377_1393670640950949_4156319950925187974_n.jpg,,,,,,,,,,,,,,,,
2539,Freshii (Princess St),5,"Freshii aims to provide fresh and nutritious meal choices that energize people on the go. They have fast service for meals such as bowls and wraps - all fully customizable based on what you want in your meal.

Every customer is asked to choose a type of protein for their meal - including falafel and tofu options for vegans.

Freshii aims to be very eco-friendly as well, with compostable dishes.",Restaurants,Restaurants,"Best-Vegan-and-Vegetarian-Restaurants-for-Grab-and-Go-Lunches-in-Kingston,ecofriendly,fastfood,Healthy,Restaurant,Vegan",gd_place,publish,,,1,0,Never,2017-10-05 17:20,271 Princess St,Kingston,Ontario,Canada,,44.2326577,-76.4880556,,,,,6134170503,217PRINCESSSTREET@FRESHII.COM,http://www.freshii.com,http://www.twitter.com/freshii,https://www.facebook.com/freshii/,,,,,"Vegan,Vegetarian",Get Directions,,,,0,,0,https://kingston.ethicaltree.com/wp-content/uploads/2017/10/21993993_10155257753449398_8390885266310307944_o.jpg,https://kingston.ethicaltree.com/wp-content/uploads/2017/10/12402171_10153523876144398_7535831201768726316_o.jpg,,,,,,,,,,,,,,,,
2541,Freshii (Gardiners),5,"Freshii aims to provide fresh and nutritious meal choices that energize people on the go. They have fast service for meals such as bowls and wraps - all fully customizable based on what you want in your meal.

Every customer is asked to choose a type of protein for their meal - including falafel and tofu options for vegans.

Freshii aims to be very eco-friendly as well, with compostable dishes.",Restaurants,Restaurants,"Best-Vegan-and-Vegetarian-Restaurants-for-Grab-and-Go-Lunches-in-Kingston,ecofriendly,fastfood,Healthy,Restaurant,Vegan",gd_place,publish,,,1,0,Never,2017-10-05 17:25,764 Gardiners Rd,Kingston,Ontario,Canada,,44.2488773,-76.5677453,,,,,6134173353,764GARDINERS@FRESHII.COM,http://www.freshii.com,http://www.twitter.com/freshii,https://www.facebook.com/freshii/,,,,,"Vegan,Vegetarian",Get Directions,,,,0,,0,https://kingston.ethicaltree.com/wp-content/uploads/2017/10/2541_frshh1.jpg,https://kingston.ethicaltree.com/wp-content/uploads/2017/10/2541_frshh2.jpg,,,,,,,,,,,,,,,,
2543,Golden Viet Thai,5,"Specializing in Vietnamese and Thai cuisine, we at Golden Viet Thai are proud to deliver fresh, delicious taste for budget-friendly prices. For over 20 years, we at Golden Viet Thai have strived to bring you savoury curries, crunchy spring rolls, and refreshing bowls of pho.

Great vegetarian section on the menu with vegan tofu curries and other options that can be easily veganized if you ask your server.",Restaurants,Restaurants,"best-asian-restaurants-with-vegan-and-vegetarian-options-in-kingston,Best-Vegan-and-Vegetarian-Restaurants-with-Delivery-in-Kingston,Restaurant,thai",gd_place,publish,,,1,0,Never,2017-10-06 11:48,304 Bagot St,Kingston,Ontario,Canada,,44.2323699,-76.4842417,,,,,6135424258,gvtkingston@gmail.com,http://www.goldenvietthai.com,,https://www.facebook.com/gvtkingston/,,,,,"Vegan,Vegetarian",Get Directions,,,,0,,0,https://kingston.ethicaltree.com/wp-content/uploads/2017/10/12466155_1553850468271459_2584309127543364794_o.jpg,https://kingston.ethicaltree.com/wp-content/uploads/2017/10/12493530_1553839771605862_6191156024174513508_o.png,,,,,,,,,,,,,,,,
2546,Harpers Burger Bar,5,"Kingston's Local Burger Joint! Featuring 'flat top seared' burgers hand-crafted from fresh 'AAA' local  beef from 'Enright Cattle Co.', raised using sustainable methods, on pasture.

Hot & crispy, hand-cut Yukon gold fries, panko-crusted onion rings & poutine. Cool & crunchy salads, natural chicken, turkey, lamb, veggie & wild salmon burgers ... chicken wings, tacos, sandwiches, hand-spun premium shakes and much more!

From the bar: wine, craft beer, house cocktails, spiked shakes and beer floats. (Yes beer floats!)

Build-your-own burger includes vegan chickpea or portobello patties and vegan gouda cheese.",Restaurants,Restaurants,"beer,Best Restaurants for Vegan Meals in Kingston,Best-Vegan-and-Vegetarian-Burgers-in-Kingston,Best-Vegan-and-Vegetarian-Restaurants-for-Grab-and-Go-Lunches-in-Kingston,Burger,Restaurant",gd_place,publish,,,1,0,Never,2017-10-06 12:01,93 Princess St,Kingston,Ontario,Canada,,44.2316427,-76.4821791,,,,,6135073663,info@harpersburgerbar.com,http://www.harpersburgerbar.com/,http://twitter.com/HarpersBurgers,https://www.facebook.com/HarpersBurgers/,,,,,"Vegan,Vegetarian,Organic",Get Directions,,,,0,,0,https://kingston.ethicaltree.com/wp-content/uploads/2017/10/2546_harperpic.jpg,https://kingston.ethicaltree.com/wp-content/uploads/2017/10/16684120_1192161427500237_2013172768866368350_n.jpg,,,,,,,,,,,,,,,,
2551,Iron Duke,5,"Pub serving delicious, fresh, local food!

Iron Duke has great vegetarian options such as falafel and a bean-based burger which can be veganized if you ask your server. They use local and organic ingredients when possible.",Restaurants,Restaurants,"beer,Best pubs with vegan and vegetarian food in Kingston,Best-organic-restaurants-and-businesses-kingston,Best-Vegan-and-Vegetarian-Burgers-in-Kingston,Burger,Pub,Restaurant",gd_place,publish,,,1,0,Never,2017-10-06 14:01,207 B Wellington St,Kingston,Ontario,Canada,,44.2320148,-76.4819515,,,,,6135424244,info@ironduke.ca,http://www.ironduke.ca,,https://www.facebook.com/Iron-Duke-1157916044248489/,,,,,"Vegan,Vegetarian,Organic",Get Directions,,,,0,,0,https://kingston.ethicaltree.com/wp-content/uploads/2017/10/1001125_1157918224248271_5645660736381016144_n.jpg,https://kingston.ethicaltree.com/wp-content/uploads/2017/10/2551_ironduke.jpg,,,,,,,,,,,,,,,,
2553,Windmills Cafe & Catering,261,"Windmills is a sensory experience. With exceptional food, fine wine, evocative art and soothing music, we satisfy all the senses. At Windmills, everything is made from scratch. We use fresh, local ingredients whenever possible.

Menu includes many vegetarian options for appetizers, brunch, sandwiches, burgers, pasta, and more. Many are also vegan or can be easily veganized.",Restaurants,Restaurants,"Best Vegan and Vegetarian Breakfast and Brunch Spots in Kingston,Best-Sit-Down-Restaurants-in-Kingston,brunch,Mediterranean,Restaurant",gd_place,publish,,,1,0,Never,2017-10-09 21:09,184 Princess Street,Kingston,Ontario,Canada,,44.2318245,-76.4854914,,,,,6135443948,info@windmills-cafe.com,http://www.windmills-cafe.com,,https://www.facebook.com/WindmillsDining/,,,,,"Vegan,Vegetarian",Get Directions,,,,0,,0,https://kingston.ethicaltree.com/wp-content/uploads/2017/10/2553_Windmills-cafe.png,https://kingston.ethicaltree.com/wp-content/uploads/2017/10/2553_Windmills-cafe-logo.jpg,,,,,,,,,,,,,,,,
2555,Izumo sushi kingston,5,"Best Japanese food in town! Sushi, sashimi, rolls, teriyaki, tempura, bento, udon and more! :)

Great vegetarian options including sushi made with avocados, cucumbers, yams and radish. Tell your server if you are vegan or vegetarian.",Restaurants,Restaurants,"best-asian-restaurants-with-vegan-and-vegetarian-options-in-kingston,Best-Vegan-and-Vegetarian-Restaurants-with-Delivery-in-Kingston,Delivery,Japanese,Sushi",gd_place,publish,,,1,0,Never,2017-10-13 14:37,499 Princess St,Kingston,Ontario,Canada,,44.2347888,-76.4960169,Williamsville,44.2347888,-76.4960169,,6135490956,,http://www.izumosushikingston.ca/,,https://www.facebook.com/izumosushikingston/,,,,,"Vegan,Vegetarian",Get Directions,,,,0,,0,https://kingston.ethicaltree.com/wp-content/uploads/2017/10/1424291_632299156816458_1257454222_n.jpg,https://kingston.ethicaltree.com/wp-content/uploads/2017/10/11817171_938752852837752_4510246741716161907_n.jpg,,,,,,,,,,,,,,,,
2557,Woodenheads,261,"From appetizers to entrées, atmosphere to ambiance, Wooden Heads is your destination for date night, dinner with friends & family, business get-togethers, or even a relaxing cocktail at the bar.

Great selection of vegetarian pizzas, as well as vegetarian appetizers & salads!",Restaurants,Restaurants,"Best Restaurants for Vegan Meals in Kingston,Best-Sit-Down-Restaurants-in-Kingston,Pizza,Restaurant,wood-fried-pizza",gd_place,publish,,,1,0,Never,2017-10-16 21:23,192 Ontario St,Kingston,Ontario,Canada,,44.2290223,-76.4811593,,,,,6135491812,,http://woodenheads.com,http://www.twitter.com/woodenheads,https://www.facebook.com/Woodenheads/,,,,,Vegetarian,Get Directions,,,,0,,0,https://kingston.ethicaltree.com/wp-content/uploads/2017/10/2557_IMG_70191.jpg,https://kingston.ethicaltree.com/wp-content/uploads/2017/10/149322_486741824695344_1880895854_n.jpg,,,,,,,,,,,,,,,,
2559,Balzac's Coffee,261,"Artisanal, Sustainable, Local and Natural are the four cornerstones of our business practices. Each product is thoughtfully and diligently sourced.

Certain coffees are Fair Trade certified, and all are organic",Cafés and Bakeries,Cafés and Bakeries,"Best-fair-trade-coffee-shops-kingston,Best-Places-to-Work-and-Study-in-Kingston,Coffee Shop,Fair Trade,woman-owned",gd_place,publish,,,1,0,Never,2017-10-16 21:35,251 Princess St,Kingston,Ontario,Canada,,44.2325814,-76.4874492,,,,,6134170600,info@balzacs.com,http://www.balzacs.com,https://twitter.com/Balzacs,https://www.facebook.com/balzacscoffee/,,,,"Diana Olsen, President and Founder of Balzac’s","Vegetarian,Fair trade,Woman-owned,Organic",Get Directions,,,,0,,0,https://kingston.ethicaltree.com/wp-content/uploads/2017/10/21462419_10155349440904584_8236202241094201896_n.jpg,https://kingston.ethicaltree.com/wp-content/uploads/2017/10/13010833_10153873013674584_8607751551106371359_n.jpg,,,,,,,,,,,,,,,,
2561,Classics Tea Lounge,261,"We have Taiwanese Bubble Tea and Chinese, Thai, and Korean Food.

Great selection of veggie options including pad-thai, stir-fry, udong noodles, curry, and soup. Also, many different bubble tea flavours.",Restaurants,Restaurants,"Best-Sit-Down-Restaurants-in-Kingston,Bubble Tea,Cafe,Korean,Restaurant,Tea Room,thai",gd_place,publish,,,1,0,Never,2017-10-16 23:06,397 Princess St,Kingston,Ontario,Canada,,44.2333456,-76.4922237,,,,,6135468855,,http://www.classicstealounge.ca/,,https://www.facebook.com/ClassicsTea/,,,,,Vegetarian,Get Directions,,,,0,,0,https://kingston.ethicaltree.com/wp-content/uploads/2017/10/2561_img_03782.jpg,https://kingston.ethicaltree.com/wp-content/uploads/2017/10/2561_classics_tea.jpg,,,,,,,,,,,,,,,,
2565,CRAVE Coffee House & Bakery,261,"Whether it’s a cup of in-house roasted coffee on your way to work, Delicious waffles for breakfast, or a panini sandwich over a lunch meeting, you will find CRAVE to be not just a coffeehouse, but a space that invites you to stay, where ideas are shared and to catch up with an old friend by the fireplace. Vegan baked goods available!",Cafés and Bakeries,Cafés and Bakeries,"Bakery,Best Vegan and Vegetarian Breakfast and Brunch Spots in Kingston,Best-Places-to-Work-and-Study-in-Kingston,Best-Vegan-and-Vegetarian-Desserts-Pastries-and-Treats-in-kingston,breakfast,Cafe,coffee,Coffee Shop,Lunch,Vegan-bakery",gd_place,publish,,,1,0,Never,2017-10-16 23:29,166 Princess Street,Kingston,Ontario,Canada,,44.2317688,-76.4847225,,,,,6137667766,info@cravecoffeehouse.ca,http://www.cravecoffeehouse.ca/,https://twitter.com/CRAVE_Coffee,https://www.facebook.com/cravecoffeehouse/,,,,,"Vegan,Vegetarian",Get Directions,,,,0,,0,https://kingston.ethicaltree.com/wp-content/uploads/2017/10/2565_21753139_1401319073250686_1514022833294275086_o.jpg,https://kingston.ethicaltree.com/wp-content/uploads/2017/10/2565_20901527_1374771169238810_4509036595182798009_o.jpg,,,,,,,,,,,,,,,,
2567,Delightfully Different Tea Room,261,"Offering a wide selection of tea, homemade soups, freshly made sandwiches and salads, Delightfully Different Tea Room is sure to delight! Accommodates vegetarian diets as well!",Cafés and Bakeries,Cafés and Bakeries,"Best-woman-owned-restaurants-in-kingston,Cafe,Restaurant,Tea,Tea Room",gd_place,publish,,,1,0,Never,2017-10-17 11:47,197 Wellington St,Kingston,Ontario,Canada,,44.2318509,-76.4821422,,,,,6137665966,delightfullydifferenttearoom@gmail.com,,,https://www.facebook.com/delightfullydifferenttearoom/,,,,,"Vegetarian,Woman-owned",Get Directions,,,,0,,0,https://kingston.ethicaltree.com/wp-content/uploads/2017/10/2567_c7efb966e66c888bd403c2ba4b2c4011-kingston-afternoon-tea.jpg,https://kingston.ethicaltree.com/wp-content/uploads/2017/10/15250938_1293961017341552_7320563162081499944_o.jpg,,,,,,,,,,,,,,,,
2579,KAME Sushi & Bento,5,"Sushi and Rolls, and variety of Japanese and Korean dishes.

Great choices of avocado and other vegetarian sushi. They can easily be made vegan if you ask for no mayo.",Restaurants,Restaurants,"best-asian-restaurants-with-vegan-and-vegetarian-options-in-kingston,Japanese,Korean,Restaurant,Sushi",gd_place,publish,,,1,0,Never,2017-10-18 11:44,156 Division St,Kingston,Ontario,Canada,,44.2327048,-76.4929752,,,,,6135466399,info@kame.ca,http://www.kame.ca,,https://www.facebook.com/kamekingston/,,,,,"Vegan,Vegetarian",Get Directions,,,,0,,0,https://kingston.ethicaltree.com/wp-content/uploads/2017/10/2579_susss.jpg,https://kingston.ethicaltree.com/wp-content/uploads/2017/10/392462_428795300475602_1909499685_n.jpg,,,,,,,,,,,,,,,,
2586,King Street Sizzle,5,"NOT JUST A HOTEL RESTAURANT! Your latest updates, deals and info on everything King Street Sizzle! 

Good vegetarian options including a portobello sandwich and veg stir fry. No vegan menu options, but the staff may be able to customize dishes.",Restaurants,Restaurants,"American,Diner,Restaurant",gd_place,publish,,,1,0,Never,2017-10-18 12:08,285 King St E,Kingston,Ontario,Canada,,44.2291788,-76.4818182,,,,,6135446226,fbmanager@fourpointskingston.com,http://www.fourpointskingston.com/kingston-ontario-restaurant,,https://www.facebook.com/KingStreetSizzle/,,,,Owned by Four Points by Sheraton,Vegetarian,Get Directions,,,,0,,0,https://kingston.ethicaltree.com/wp-content/uploads/2017/10/18518260_1568928263118189_7104844716417892691_o.jpg,https://kingston.ethicaltree.com/wp-content/uploads/2017/10/13239348_1227492593928426_7423854203150612206_n.jpg,,,,,,,,,,,,,,,,
2590,Le Chien Noir,5,"Located steps from historic Market Square, Le Chien Noir features French bistro classics &amp; 'Modern Brasserie' dishes served in an upbeat, comfortable atmosphere. All dishes are prepared using fresh,
high-quality, seasonal ingredients.
Enjoy our colourful heated Courtyard Terrace, Dining room or our spacious Zinc Bar.
20 Wines by the glass, Craft beer, Vintage &amp; Contemporary Cocktails.
Prix Fixe Menu, Children's Menu, Vegetarian Options.

Great vegan options including a coconut curry and a tofu burger. Organic and local ingredients used when possible.",Restaurants,Restaurants,"Best-organic-restaurants-and-businesses-kingston,Best-Vegan-and-Vegetarian-Burgers-in-Kingston,French,Gastropub,Restaurant",gd_place,publish,,,1,0,Never,2017-10-20 13:59,69 Brock St,Kingston,Ontario,Canada,,44.2307131,-76.4819587,,,,,6135495635,info@lechiennoir.com,http://www.lechiennoir.com/,https://twitter.com/ChienNoirBistro,https://www.facebook.com/ChienNoirBistro/,,,,,"Vegan,Vegetarian,Organic",Get Directions,,,,0,,0,https://kingston.ethicaltree.com/wp-content/uploads/2017/10/2590_chien.jpg,https://kingston.ethicaltree.com/wp-content/uploads/2017/10/381463_277271912326188_1135033478_n.jpg,,,,,,,,,,,,,,,,
2592,Limestone Kabob House,5,"Limestone Kabob House is a newly, opened restaurant in the heart of Kingston, Ontario. The restaurant offers authentic Afghani and Middle Eastern cuisine, in a warm welcoming environment. Enjoy a nice dinner with your family, or drop by for a lunch meeting. Whatever the occasion may be, Limestone Kabob House believes that customer service is top priority. Please note that there are 28 seats, so please call us in advance to reserve so we can serve you better.

Our restaurant offers a wide range of dishes, including mouth-watering kabobs, a wide variety of side orders, salads, and desserts. All the meat is halal.

Vegan options including falalel and veggie samosas. Sauces may not be vegan.",Restaurants,Restaurants,"Afghani,Best-Vegan-and-Vegetarian-Restaurants-for-Grab-and-Go-Lunches-in-Kingston,Falafel,Halal,Middle-Eastern,Restaurant",gd_place,publish,,,1,0,Never,2017-10-18 12:53,2511 Princess St,Kingston,Ontario,Canada,,44.2575505,-76.5678415,,,,,6136349600,limestonekabob@hotmail.com,http://www.limestonekabob.com/,,https://www.facebook.com/limestonekabob/,,,,,"Vegan,Vegetarian",Get Directions,,,,0,,0,https://kingston.ethicaltree.com/wp-content/uploads/2017/10/2592_falafel.jpg,https://kingston.ethicaltree.com/wp-content/uploads/2017/10/10841824_743489702404435_2300142146207251930_o.jpg,,,,,,,,,,,,,,,,
2595,Mango Thai & Pan- Asian Cuisine,5,"Mango Restaurant serves delicious Thai Cuisine such as Spring Rolls, Soups, Curries, Pad Thai, Stir- Fry’s and Vietnamese dishes at very affordable prices (see photos for description). Vegetarian & Vegan dishes. Tropical, exotic drinks such as Mango, Guava, Lychee, Coconut Water and Shakes. One of the best priced domestic beers in town at $3.75. Asian beers such as Tiger, Singha, Tsing Tao at $4.95 (see photos for description). Local wines by the bottle. Relaxing, Thai inspired Design. Excellent waiting service. Take- out & Delivery. Wheel- Chair Accessible.

Many vegetarian and vegan options including stir fries, vegetable rolls, and curries.",Restaurants,Restaurants,"Asian,Best Restaurants for Vegan Meals in Kingston,best-asian-restaurants-with-vegan-and-vegetarian-options-in-kingston,Best-Sit-Down-Restaurants-in-Kingston,Best-Vegan-and-Vegetarian-Restaurants-with-Delivery-in-Kingston,Restaurant,thai",gd_place,publish,,,1,0,Never,2017-10-20 14:01,161 Princess Street,Kingston,Ontario,Canada,,44.232049,-76.4844752,,,,,6135493815,mangorestaurant.thai@gmail.com,http://www.mangorestaurant.ca/,,https://www.facebook.com/kingstonmango/,,,,Xiaowen Chen Owner & Head Chef,"Vegan,Vegetarian",Get Directions,,,,0,,0,https://kingston.ethicaltree.com/wp-content/uploads/2017/10/2595_asia.jpg,https://kingston.ethicaltree.com/wp-content/uploads/2017/10/421968_613127998702465_1858158169_n.jpg,,,,,,,,,,,,,,,,
2599,Megalos Restaurant,5,"Megalos is not your typical fusion-style restaurant. Conveniently located in Kingston’s downtown theatre and shopping district — and minutes from the city’s waterfront — we pride ourselves on creating a truly unique dining experience. Knowledgeable and attentive staff, coupled with an upscale casual, yet family-friendly dining atmosphere, is but one of the few things Megalos has to offer. 

Concentrating on only the freshest ingredients our Executive Chef, Chris Barkley, has created a truly unique menu — redesigning a few favourites while adding some new and exciting menu items. We are also proud to offer both Dairy-Free and Gluten-Free menus, as well as over twenty Vegetarian/Vegan menu options.

Whether you’re joining us for lunch, dinner, weekend brunch, or booking your office party in our private lower level, we can assure you that your Megalos experience will be one to remember.",Restaurants,Restaurants,"Best Restaurants for Vegan Meals in Kingston,Best Vegan and Vegetarian Breakfast and Brunch Spots in Kingston,Best-Sit-Down-Restaurants-in-Kingston,Family,Restaurant",gd_place,publish,,,1,0,Never,2017-10-18 14:12,226 Princess St,Kingston,Ontario,Canada,,44.2319708,-76.4866039,,,,,6135319788,,http://www.megalosrestaurant.com,https://twitter.com/megaloskingston,https://www.facebook.com/megaloskingston/,,,,,"Vegan,Vegetarian",Get Directions,,,,0,,0,https://kingston.ethicaltree.com/wp-content/uploads/2017/10/2599_megaaa.jpg,https://kingston.ethicaltree.com/wp-content/uploads/2017/10/12002392_1018826854803336_1799907599221375250_o.jpg,,,,,,,,,,,,,,,,
2601,Mekong,5,Excellent Vietnamese food such as pho and vermicelli dishes. Many dishes can be made vegan/vegetarian by substituting tofu if you ask your server.,Restaurants,Restaurants,"best-asian-restaurants-with-vegan-and-vegetarian-options-in-kingston,Best-Sit-Down-Restaurants-in-Kingston,Chinese,Restaurant,Vietnamese",gd_place,publish,,,1,0,Never,2017-10-18 14:31,394 - 396 Princess St,Kingston,Ontario,Canada,,44.2329304,-76.4922434,,,,,6135495902,,http://www.mekongkingston.com/,,https://www.facebook.com/pages/Mekong/288211074553927,,,,,"Vegan,Vegetarian",Get Directions,,,,0,,0,https://kingston.ethicaltree.com/wp-content/uploads/2017/10/2601_nooooodl.jpg,,,,,,,,,,,,,,,,,
2603,Milestones,5,"The menu is very well-labelled for vegetarian options, but almost all of them contain cheese. Servers may be able to offer vegan alternatives if asked.",Restaurants,Restaurants,"Drinks,Milestones,Restaurant,Vegetarian",gd_place,publish,,,1,0,Never,2017-10-18 14:44,27 Princess St,Kingston,Ontario,Canada,,44.2315191,-76.4796873,,,,,6135448338,,http://www.milestonesrestaurants.com/,https://twitter.com/milestonesca,https://www.facebook.com/milestonesrestaurants/,,,,,Vegetarian,Get Directions,,,,0,,0,https://kingston.ethicaltree.com/wp-content/uploads/2017/10/2603_111.jpg,https://kingston.ethicaltree.com/wp-content/uploads/2017/10/12931107_1032133716824660_2128839564699902332_n.jpg,,,,,,,,,,,,,,,,
2605,Minos Dining & Takeout,5,"MINOS on Barrie Street, is a family run restaurant owned by Anna and George Barrico. MINOS Dining & Takeout was the third MINOS Restaurant that opened under the MINOS family in 1996.

Great vegetarian lasagnas, quiche and more.",Restaurants,Restaurants,"Greek,Minos,Restaurant,Vegetarian",gd_place,publish,,,1,0,Never,2017-10-18 15:22,340 Barrie St,Kingston,Ontario,Canada,,44.233632,-76.4907128,,,,,6135457770,,http://www.minosonbarriestreet.com,,https://www.facebook.com/minosonbarriestreet/,,,,,Vegetarian,Get Directions,,,,0,,0,https://kingston.ethicaltree.com/wp-content/uploads/2017/10/2605_greee.jpg,https://kingston.ethicaltree.com/wp-content/uploads/2017/10/21405_493568860733315_2045323002_n.png,,,,,,,,,,,,,,,,
2609,Mr.Donair,5,"Choose from a variety of poutines, wraps, salads and some of the best toppings and sauces in Kingston.

Great vegetarian wraps with veggies and falafel.",Restaurants,Restaurants,"Donair,Falafel,Middle-Eastern,Restaurant",gd_place,publish,,,1,0,Never,2017-10-18 15:36,163 Division St,Kingston,Ontario,Canada,,44.2328167,-76.4927635,,,,,6135071234,,,,https://www.facebook.com/pounair/,,,,,Vegetarian,Get Directions,,,,0,,0,https://kingston.ethicaltree.com/wp-content/uploads/2017/10/11036622_862348973823901_8338587049486899051_n.jpg,https://kingston.ethicaltree.com/wp-content/uploads/2017/10/17212_862351143823684_5770090022818377886_n.jpg,,,,,,,,,,,,,,,,
2620,O My Sushi,5,"Great vegetarian and vegan sushi options well-labelled on the menu. Delicious vegan fillings of asparagus, mushroom, sweet potato, or avocado",Restaurants,Restaurants,"Asian,best-asian-restaurants-with-vegan-and-vegetarian-options-in-kingston,Japanese,Sushi",gd_place,publish,,,1,0,Never,2017-10-18 19:03,272 Bagot St,Kingston,Ontario,Canada,,44.231492,-76.4845352,,,,,6137662444,info@omysushi.com,http://www.OMySushi.com,,https://www.facebook.com/OMySushi/,,,,,"Vegan,Vegetarian",Get Directions,,,,0,,0,https://kingston.ethicaltree.com/wp-content/uploads/2017/10/10155873_1565721053697066_4557926226881234256_n.png,,,,,,,,,,,,,,,,,
2623,Olivea Restaurant,5,"Located in historic downtown Kingston, Olivea serves a wide selection of antipasti, traditional and unique pastas, fantastic local meat dishes, fresh seafood and house made desserts. Olivea has a funky, urban atmosphere, open concept style, and street side patio facing Market Square.

Great vegetarian dishes including pastas, eggplant meals, bruschetta and more.",Restaurants,Restaurants,"Best-woman-owned-restaurants-in-kingston,Italian,Restaurant",gd_place,publish,,,1,0,Never,2017-10-18 19:18,331 King St E,Kingston,Ontario,Canada,,44.2305362,-76.4809558,,,,,6135475483,mail@olivea.ca,http://www.olivea.ca/,http://twitter.com/oliveakingston,https://www.facebook.com/OliveaKingston39/,,,,Owners Stev George and Deanna Harrington,"Vegetarian,Woman-owned",Get Directions,,,,0,,0,https://kingston.ethicaltree.com/wp-content/uploads/2017/10/2623_pasta.jpg,https://kingston.ethicaltree.com/wp-content/uploads/2017/10/25065_356523813683_7492394_n.jpg,,,,,,,,,,,,,,,,
2628,Phnom Penh Restaurant,5,"Best Cambodian food in Kingston! Excellent vegetarian options including pad thai, spicy tofu, and curries. These can be veganized if you ask!",Restaurants,Restaurants,"Asian,best-asian-restaurants-with-vegan-and-vegetarian-options-in-kingston,Best-Vegan-and-Vegetarian-Restaurants-with-Delivery-in-Kingston,Cambodian,thai",gd_place,publish,,,1,0,Never,2017-10-18 19:27,335 King St E,Kingston,Ontario,Canada,,44.2307117,-76.4809331,,,,,6135452607,,http://www.phnompenh.ca,,https://www.facebook.com/phnompenhresto/,,,,,"Vegan,Vegetarian",Get Directions,,,,0,,0,https://kingston.ethicaltree.com/wp-content/uploads/2017/10/602979_129658393867754_283741282_n.jpg,,,,,,,,,,,,,,,,,
2634,Royal Angkor,5,"Welcome to the Royal Angkor! A hidden gem located in beautiful downtown Kingston. Family owned and operated for over 11 years, we proudly offer delicious and affordable Cambodian & Thai cuisine. 

Excellent vegan and vegetarian options with tofu.",Restaurants,Restaurants,"Affordable,best-asian-restaurants-with-vegan-and-vegetarian-options-in-kingston,Cambodian,thai",gd_place,publish,,,1,0,Never,2017-10-18 19:40,523 Princess St,Kingston,Ontario,Canada,,44.2351716,-76.4969321,,,,,6135449268,royalangkor@hotmail.ca,http://www.royalangkor.ca,,https://www.facebook.com/RoyalAngkor/,,,,,"Vegan,Vegetarian",Get Directions,,,,0,,0,https://kingston.ethicaltree.com/wp-content/uploads/2017/10/2634_ra.jpg,https://kingston.ethicaltree.com/wp-content/uploads/2017/10/11021378_872087862851634_4141751708080303132_o.jpg,,,,,,,,,,,,,,,,
